10060	2	106	182.8	15
10060	2	106	302.9	17
10060	2	106	296.6	18
10060	2	106	288.9	19
10060	2	106	281.8	20
10060	2	106	269.9	21
10061	2	107	4.5	2
10061	2	107	60.5	9
10061	2	107	167.1	12
10061	2	107	258.4	15
10061	2	107	240.8	17
10063	2	107	4.7	2
10063	2	107	38.5	9
10063	2	107	104.8	12
10063	2	107	250.4	15
10063	2	107	235	17
10063	2	107	209.7	18
10064	2	107	4.7	2
10064	2	107	48.9	9
10064	2	107	115.5	12
10064	2	107	228.1	15
10064	2	107	302.7	17
10064	2	107	297.3	18
10064	2	107	295.9	19
10064	2	107	280.2	20
10065	2	107	3.3	2
10065	2	107	45.9	9
10065	2	107	126.5	12
10065	2	107	257.6	15
10065	2	107	337.4	17
10065	2	107	330.3	18
10065	2	107	318.1	19
10065	2	107	310.7	20
10065	2	107	297	21
10070	2	107	2.6	2
10070	2	107	39.4	10
10070	2	107	158.6	14
10070	2	107	252.6	17
10070	2	107	250.5	18
10070	2	107	240.7	19
10072	2	108	5.7	3
10072	2	108	34.7	6
10072	2	108	136.9	10
10072	2	108	264.7	13
10072	2	108	290.5	14
10072	2	108	277.7	15
10072	2	108	258.4	17
10101	3	111	2.2	1
10101	3	111	25.6	8
10101	3	111	103.8	12
10101	3	111	258.6	15
10101	3	111	250.5	16
10101	3	111	234.1	18
10102	3	111	6.2	3
10102	3	111	93	10
10102	3	111	252.8	14
10102	3	111	306.9	17
10102	3	111	295.4	18
10103	3	111	7.5	3
10103	3	111	21.1	6
10103	3	111	60.6	10
10103	3	111	155.3	13
10103	3	111	202	14
10103	3	111	265.4	16
10103	3	111	260.2	17
10103	3	111	258.6	18
10103	3	111	245.7	19
10106	3	111	13.8	5
10106	3	111	37.6	8
10106	3	111	145.7	12
10106	3	111	311.9	15
10106	3	111	320.1	16
10106	3	111	305.6	17
10106	3	111	298.8	18
10106	3	111	284.4	19
10107	3	111	10.1	4
10107	3	111	25.2	7
10107	3	111	120.8	11
10107	3	111	267.9	14
10107	3	111	333.4	15
10107	3	111	319.8	16
10107	3	111	309.4	17
10107	3	111	306.9	18
10107	3	111	295.1	19
10111	3	112	3.2	3
10111	3	112	35.3	10
10111	3	112	147.6	14
10111	3	112	309.5	17
10111	3	112	333.2	18
10111	3	112	317.8	19
10111	3	112	309.8	20
10111	3	112	297.5	21
10112	3	112	5.6	3
10112	3	112	90.7	10
10112	3	112	206.6	14
10112	3	112	300.3	17
10112	3	112	297.4	18
10112	3	112	286.1	19
10121	3	113	2.2	1
10121	3	113	27	8
10121	3	113	103.1	12
10121	3	113	229.1	15
10121	3	113	229.2	16
10121	3	113	285.2	17
10121	3	113	310.7	18
10121	3	113	296.1	19
10121	3	113	292.2	20
10121	3	113	278.8	21
10122	3	113	24	6
10122	3	113	94.5	10
10122	3	113	227.2	13
10122	3	113	260.2	14
10122	3	113	315.7	15
10122	3	113	305.6	16
10122	3	113	299.1	17
10122	3	113	293.3	18
10122	3	113	273.4	19
10131	3	114	30.5	7
10131	3	114	131.6	11
10131	3	114	266.8	14
10131	3	114	324.4	15
10131	3	114	315	16
10131	3	114	303.6	17
10131	3	114	297.4	18
10151	4	116	9.7	4
10151	4	116	45.3	8
10151	4	116	171.9	12
10151	4	116	256.2	16
10151	4	116	238	19
10152	4	116	8.2	4
10152	4	116	41.2	8
10152	4	116	162.4	12
10152	4	116	253.6	16
10152	4	116	238.9	19
10154	4	116	7.3	4
10154	4	116	46.6	8
10154	4	116	118.2	12
10154	4	116	235.7	16
10154	4	116	219.8	19
10155	4	116	4.6	3
10155	4	116	16.2	7
10155	4	116	84.7	11
10155	4	116	237	15
10155	4	116	305.9	18
10155	4	116	302.3	19
10155	4	116	286.8	20
10157	4	116	10.7	4
10157	4	116	41.9	8
10157	4	116	164.3	12
10157	4	116	252	16
10157	4	116	235.1	19
10158	4	116	6.2	3
10158	4	116	43.5	7
10158	4	116	111.3	11
10158	4	116	246.2	15
10158	4	116	231.1	18
10159	4	116	6.7	3
10159	4	116	29.4	7
10159	4	116	118.8	11
10159	4	116	251	15
10159	4	116	229.3	18
10160	4	116	6.5	3
10160	4	116	45.7	7
10160	4	116	114.8	11
10160	4	116	266.2	15
10160	4	116	252	18
10161	4	117	8	4
10161	4	117	34.4	8
10161	4	117	75.7	12
10161	4	117	184.4	16
10161	4	117	283.6	19
10161	4	117	279.4	20
10161	4	117	266.1	21
10162	4	117	6.4	3
10162	4	117	37.7	7
10162	4	117	90.8	11
10162	4	117	212	15
10162	4	117	293.5	18
10162	4	117	289	19
10162	4	117	276.7	20
10163	4	117	6.1	3
10163	4	117	29.2	7
10163	4	117	107.7	11
10163	4	117	271.1	15
10163	4	117	325.8	16
10163	4	117	312.2	17
10164	4	117	6.1	3
10164	4	117	32.1	7
10164	4	117	113.8	11
10164	4	117	261.5	15
10164	4	117	239.3	18
10165	4	117	9.5	4
10165	4	117	36.2	8
10165	4	117	134	12
10165	4	117	219.2	16
10165	4	117	201.3	19
10166	4	117	4.9	3
10166	4	117	19.4	7
10166	4	117	65.8	11
10166	4	117	154.4	15
10166	4	117	307.1	18
10166	4	117	300.7	19
10166	4	117	285.8	20
10166	4	117	284.2	21
10166	4	117	269.8	22
10167	4	117	10.8	4
10167	4	117	37.1	8
10167	4	117	154.6	12
10167	4	117	249.7	16
10167	4	117	229.8	19
10168	4	117	15.2	5
10168	4	117	71.1	9
10168	4	117	251.4	13
10168	4	117	250.3	15
10168	4	117	246.7	16
10168	4	117	233.1	19
10170	4	117	13.3	4
10170	4	117	43.2	8
10170	4	117	184.1	12
10170	4	117	292.2	16
10170	4	117	276.6	17
10170	4	117	260	19
10171	4	118	8.8	3
10171	4	118	36.2	7
10171	4	118	118.5	11
10171	4	118	225.5	15
10171	4	118	211.8	18
10172	4	118	11.6	4
10172	4	118	40	8
10172	4	118	155.1	12
10172	4	118	248.4	16
10172	4	118	229.3	19
10173	4	118	9.1	4
10173	4	118	36.4	8
10173	4	118	131.4	12
10173	4	118	216.5	16
10173	4	118	202	19
10174	4	118	4.8	3
10174	4	118	15	7
10174	4	118	75.2	11
10174	4	118	240.5	15
10174	4	118	228.2	18
10175	4	118	7.7	4
10175	4	118	39.1	8
10175	4	118	83.1	12
10175	4	118	238.8	16
10175	4	118	281.3	19
10175	4	118	268.7	20
10176	4	118	11.9	4
10176	4	118	66.5	9
10176	4	118	274.8	13
10176	4	118	272.5	14
10176	4	118	263.1	15
10176	4	118	251.2	18
10177	4	118	6	3
10177	4	118	46.9	8
10177	4	118	186.1	12
10177	4	118	257.6	15
10177	4	118	242	18
10178	4	118	5.4	3
10178	4	118	25	8
10178	4	118	106.4	12
10178	4	118	262.2	15
10178	4	118	235	18
10179	4	118	6	3
10179	4	118	35.2	8
10179	4	118	114.8	12
10179	4	118	251.7	15
10179	4	118	231.4	18
10180	4	118	10	4
10180	4	118	51.1	9
10180	4	118	189.5	13
10180	4	118	274.1	16
10180	4	118	264.1	19
10180	4	118	252.8	20
10181	4	119	11.1	4
10181	4	119	53.5	9
10181	4	119	208.9	13
10181	4	119	232.3	14
10181	4	119	223.8	15
10181	4	119	205.9	18
10182	4	119	6.5	3
10182	4	119	46.2	8
10182	4	119	146.9	12
10182	4	119	257.5	15
10182	4	119	238.9	18
10183	4	119	8	3
10183	4	119	43.9	8
10183	4	119	189.7	12
10183	4	119	318.9	15
10183	4	119	303.8	16
10183	4	119	296	17
10183	4	119	294.1	18
10183	4	119	283	19
10184	4	119	5.1	3
10184	4	119	29.2	8
10184	4	119	88.7	12
10184	4	119	180.9	15
10184	4	119	291.1	18
10184	4	119	284.9	19
10184	4	119	269.9	20
10185	4	119	5.8	3
10185	4	119	37.9	8
10185	4	119	158.5	12
10185	4	119	248	15
10185	4	119	231	18
10186	4	119	8.1	3
10186	4	119	36.6	8
10186	4	119	160.8	12
10186	4	119	284	15
10186	4	119	262.5	18
10187	4	119	6	3
10187	4	119	34.9	8
10187	4	119	132.4	12
10187	4	119	221.3	15
10187	4	119	203.5	18
10188	4	119	7.2	3
10188	4	119	41.5	8
10188	4	119	180.9	12
10188	4	119	229	15
10188	4	119	213.4	18
10189	4	119	4.7	3
10189	4	119	29	8
10189	4	119	116.4	12
10189	4	119	260.4	15
10189	4	119	238.2	18
10191	4	120	6.3	3
10191	4	120	37.2	8
10191	4	120	175.6	12
10191	4	120	248.7	15
10191	4	120	232.7	18
10192	4	120	6.1	3
10192	4	120	41.9	8
10192	4	120	173.7	12
10192	4	120	324.2	15
10192	4	120	355.1	16
10192	4	120	338.8	17
10192	4	120	333	18
10192	4	120	322.3	19
10193	4	120	5.9	3
10193	4	120	29.3	8
10193	4	120	107.9	12
10193	4	120	244.2	15
10193	4	120	303.3	18
10193	4	120	299.5	19
10193	4	120	273	20
10194	4	120	8.4	4
10194	4	120	41.4	9
10194	4	120	170.2	13
10194	4	120	294.2	16
10194	4	120	288.1	19
10194	4	120	275.5	20
10195	4	120	7.8	4
10195	4	120	44.8	9
10195	4	120	201.7	13
10195	4	120	245.1	14
10195	4	120	236.4	15
10195	4	120	220.5	18
10196	4	120	6.4	3
10196	4	120	37.3	8
10196	4	120	192.4	12
10196	4	120	253.3	15
10196	4	120	237.6	18
10199	4	120	2.1	2
10199	4	120	12.8	7
10199	4	120	46.1	11
10199	4	120	100.3	14
10199	4	120	174.8	17
10199	4	120	216.9	18
10199	4	120	295.6	19
10199	4	120	298	20
10199	4	120	287.9	21
10199	4	120	284	22
10199	4	120	273.9	23
10200	4	120	11.5	4
10200	4	120	53.2	9
10200	4	120	214.8	13
10200	4	120	301.1	16
10200	4	120	282.2	17
10200	4	120	277.4	18
10200	4	120	262.2	19
10203	5	121	2	1
10203	5	121	12.7	6
10203	5	121	82.3	11
10203	5	121	290.1	15
10203	5	121	277.4	16
10203	5	121	262.3	19
10204	5	121	3.7	2
10204	5	121	15.5	6
10204	5	121	113.6	11
10204	5	121	270.6	15
10204	5	121	263.7	16
10204	5	121	246.9	19
10206	5	121	2.1	1
10206	5	121	6.8	5
10206	5	121	35.6	10
10206	5	121	184.1	14
10206	5	121	322.3	17
10206	5	121	326.8	18
10206	5	121	321.3	19
10206	5	121	315.3	20
10206	5	121	302.9	21
10207	5	121	2.4	1
10207	5	121	8.4	5
10207	5	121	62.9	10
10207	5	121	213	14
10207	5	121	319.3	17
10207	5	121	315.7	18
10207	5	121	301.5	19
10208	5	121	2.2	1
10208	5	121	5.1	5
10208	5	121	35.5	10
10208	5	121	195.5	14
10208	5	121	328	17
10208	5	121	327.7	18
10208	5	121	322.2	19
10208	5	121	305.4	20
10211	5	122	4.4	2
10211	5	122	14.4	6
10211	5	122	79.7	11
10211	5	122	299	15
10211	5	122	343.2	16
10211	5	122	332.2	17
10211	5	122	327.7	18
10211	5	122	313.5	19
10213	5	122	5.3	1
10213	5	122	11.2	5
10213	5	122	84.5	10
10213	5	122	220.1	14
10213	5	122	330.8	17
10213	5	122	325.4	18
10213	5	122	314.3	19
10214	5	122	6.7	3
10214	5	122	12.4	7
10214	5	122	88.5	12
10214	5	122	195.7	16
10214	5	122	304	19
10214	5	122	298.6	20
10214	5	122	285.2	21
10215	5	122	3.1	2
10215	5	122	6.2	6
10215	5	122	36	11
10215	5	122	208.6	15
10215	5	122	308.4	18
10215	5	122	296.6	19
10215	5	122	292.9	20
10215	5	122	276.7	21
10216	5	122	2.4	1
10216	5	122	25.3	9
10216	5	122	62.9	12
10216	5	122	156.5	15
10216	5	122	309.7	18
10216	5	122	303.7	19
10216	5	122	299.1	20
10216	5	122	285.1	21
10217	5	122	3.1	3
10217	5	122	25.3	10
10217	5	122	77.8	13
10217	5	122	184.5	16
10217	5	122	304	19
10217	5	122	300.6	20
10217	5	122	286.4	21
10222	5	123	2.2	1
10222	5	123	42.4	9
10222	5	123	140.3	12
10222	5	123	263.1	15
10222	5	123	242.7	18
10223	5	123	2.3	1
10223	5	123	31.7	9
10223	5	123	83.7	12
10223	5	123	203.7	15
10223	5	123	332.3	18
10223	5	123	329.1	19
10223	5	123	318.3	20
10223	5	123	304.6	21
10224	5	123	6.9	3
10224	5	123	27.2	7
10224	5	123	118	12
10224	5	123	353	16
10224	5	123	345.4	17
10224	5	123	334.8	18
10224	5	123	329	19
10224	5	123	317.6	20
10225	5	123	2.4	1
10225	5	123	12.9	5
10225	5	123	83.4	10
10225	5	123	264.9	14
10225	5	123	238.7	17
10226	5	123	2.1	1
10226	5	123	12.8	5
10226	5	123	97.2	10
10226	5	123	267.9	14
10226	5	123	236.2	17
10227	5	123	3.1	2
10227	5	123	15	6
10227	5	123	116.2	11
10227	5	123	283.5	15
10227	5	123	262.7	16
10227	5	123	250.4	19
10229	5	123	2.6	1
10229	5	123	27.7	9
10229	5	123	94.1	12
10229	5	123	199.3	15
10229	5	123	343.3	18
10229	5	123	336.4	19
10229	5	123	327.3	20
10229	5	123	326.2	21
10229	5	123	310.3	22
10231	5	124	4.1	2
10231	5	124	83.1	10
10231	5	124	242.2	13
10231	5	124	256.8	14
10231	5	124	248.5	15
10231	5	124	234.5	18
10232	5	124	2.1	1
10232	5	124	9.7	5
10232	5	124	55.9	10
10232	5	124	231.2	14
10232	5	124	335	17
10232	5	124	326.3	18
10232	5	124	321	19
10232	5	124	308.9	20
10233	5	124	20.4	6
10233	5	124	34.5	8
10233	5	124	119.3	11
10233	5	124	265	14
10233	5	124	278.5	17
10233	5	124	264.4	18
10235	5	124	32.9	7
10235	5	124	48.4	9
10235	5	124	137.7	12
10235	5	124	235.9	15
10235	5	124	294.7	18
10235	5	124	290.4	19
10235	5	124	276.2	20
10236	5	124	23.5	6
10236	5	124	39.1	9
10236	5	124	143.5	12
10236	5	124	313.1	15
10236	5	124	328.2	16
10236	5	124	311.3	17
10236	5	124	305.5	18
10236	5	124	291.9	19
10242	5	125	4.2	2
10242	5	125	16.8	6
10242	5	125	144.5	11
10242	5	125	267.1	15
10242	5	125	245.1	18
10243	5	125	2.9	2
10243	5	125	10.2	6
10243	5	125	55.2	11
10243	5	125	197.4	15
10243	5	125	242.2	18
10243	5	125	228.6	19
10244	5	125	3	2
10244	5	125	11.6	6
10244	5	125	73.3	11
10244	5	125	280	15
10244	5	125	254.9	18
10246	5	125	2.1	1
10246	5	125	25.4	9
10246	5	125	105	12
10246	5	125	223.6	15
10246	5	125	333.6	18
10246	5	125	324.1	19
10246	5	125	318.2	20
10246	5	125	309	21
10248	5	125	2.8	2
10248	5	125	17.5	7
10248	5	125	95.2	11
10248	5	125	271.6	15
10248	5	125	246.7	18
10249	5	125	3.5	2
10249	5	125	18.6	7
10249	5	125	129.8	11
10249	5	125	274.9	15
10249	5	125	254.2	18
10252	6	126	4.3	2
10252	6	126	13.1	6
10252	6	126	48.3	9
10252	6	126	218.2	13
10252	6	126	302.7	17
10252	6	126	300.4	18
10252	6	126	285.6	19
10253	6	126	4.4	3
10253	6	126	12.2	6
10253	6	126	58.5	10
10253	6	126	211.3	14
10253	6	126	216.4	15
10253	6	126	285.7	16
10253	6	126	269.8	17
10253	6	126	264.7	18
10253	6	126	253.5	19
10254	6	126	12.6	4
10254	6	126	55.9	7
10254	6	126	217.9	11
10254	6	126	288.2	15
10254	6	126	285	16
10254	6	126	270.4	17
10255	6	126	3.5	2
10255	6	126	14.4	5
10255	6	126	54	9
10255	6	126	250.7	13
10255	6	126	245	14
10255	6	126	237.7	15
10255	6	126	230.1	16
10256	6	126	5.4	3
10256	6	126	18.3	6
10256	6	126	92.4	10
10256	6	126	234	14
10256	6	126	289.9	15
10256	6	126	314.9	16
10256	6	126	302.9	17
10256	6	126	297.9	18
10256	6	126	283.8	19
10257	6	126	6.4	3
10257	6	126	26.1	6
10257	6	126	96.2	10
10257	6	126	248.9	14
10257	6	126	296.5	15
10257	6	126	292.7	16
10257	6	126	284.4	17
10257	6	126	281.1	18
10257	6	126	268.6	19
10261	6	127	1.9	2
10261	6	127	13.5	6
10261	6	127	32.8	9
10261	6	127	161.8	13
10261	6	127	320.9	16
10261	6	127	308.6	17
10261	6	127	296.6	18
10261	6	127	290.3	19
10261	6	127	277.5	20
10262	6	127	2	2
10262	6	127	13.2	6
10262	6	127	29.9	9
10262	6	127	131.5	13
10262	6	127	300.3	16
10262	6	127	303.1	17
10262	6	127	296.6	18
10262	6	127	290.2	19
10262	6	127	276.8	20
10263	6	127	2.2	2
10263	6	127	8.2	6
10263	6	127	18.7	9
10263	6	127	109.7	13
10263	6	127	272.7	16
10263	6	127	258	17
10263	6	127	249.7	18
10263	6	127	245.6	19
10263	6	127	234.1	20
10264	6	127	4.6	2
10264	6	127	23.3	6
10264	6	127	77.1	9
10264	6	127	211.8	13
10264	6	127	289.1	16
10264	6	127	273.6	17
10265	6	127	3.9	2
10265	6	127	12.7	6
10265	6	127	49.8	9
10265	6	127	219	13
10265	6	127	227.4	16
10265	6	127	214.9	17
10267	6	127	4.1	2
10267	6	127	19.6	6
10267	6	127	86.4	9
10267	6	127	264.2	13
10267	6	127	232.5	16
10268	6	127	3.8	2
10268	6	127	16.3	6
10268	6	127	60.3	9
10268	6	127	193	13
10268	6	127	275	16
10268	6	127	269.7	17
10268	6	127	265.3	18
10268	6	127	251	19
10269	6	127	10.1	4
10269	6	127	41	8
10269	6	127	140.9	11
10269	6	127	310.3	15
10269	6	127	297.3	16
10269	6	127	292.3	17
10269	6	127	277	18
10270	6	127	9.6	4
10270	6	127	43.4	8
10270	6	127	151.8	11
10270	6	127	335.6	15
10270	6	127	317.2	16
10270	6	127	312.4	17
10270	6	127	298.1	18
10271	6	128	10	4
10271	6	128	40.3	8
10271	6	128	130.4	11
10271	6	128	307.1	15
10271	6	128	294	16
10271	6	128	287.2	17
10271	6	128	273.3	18
10273	6	128	36.8	7
10273	6	128	118.2	10
10273	6	128	297.9	14
10273	6	128	290.2	15
10273	6	128	282.4	16
10273	6	128	267.7	17
10281	6	129	5.1	3
10281	6	129	23.6	7
10281	6	129	79.2	10
10281	6	129	187.1	14
10281	6	129	308.5	17
10281	6	129	305.7	18
10281	6	129	290.6	19
10282	6	129	5.3	3
10282	6	129	40.4	7
10282	6	129	100.5	10
10282	6	129	273.2	14
10282	6	129	320.6	16
10282	6	129	311.8	17
10282	6	129	297.4	18
10291	6	130	2.2	2
10291	6	130	8.3	5
10291	6	130	32.3	9
10291	6	130	103.7	12
10291	6	130	216.5	15
10291	6	130	310.9	16
10291	6	130	309.7	17
10291	6	130	298.6	18
10291	6	130	293.3	19
10291	6	130	279.8	20
10301	7	131	2.6	2
10301	7	131	13.8	6
10301	7	131	48.5	10
10301	7	131	167.9	13
10301	7	131	348.9	17
10301	7	131	338.7	18
10301	7	131	330.9	19
10301	7	131	317.3	20
10303	7	131	2.6	2
10303	7	131	6.8	6
10303	7	131	27.4	10
10303	7	131	115.1	13
10303	7	131	257	17
10303	7	131	251.4	18
10303	7	131	239.9	19
10305	7	131	3.9	2
10305	7	131	15.5	6
10305	7	131	86.4	10
10305	7	131	252.9	13
10305	7	131	260.7	18
10306	7	131	2.2	2
10306	7	131	9.1	6
10306	7	131	39.6	10
10306	7	131	120.9	13
10306	7	131	242.7	17
10306	7	131	236.5	18
10306	7	131	227.6	19
10307	7	131	2.4	2
10307	7	131	6.5	6
10307	7	131	39.9	10
10307	7	131	110.3	13
10307	7	131	334.4	17
10307	7	131	329.3	18
10307	7	131	313.4	19
10307	7	131	306.7	20
10307	7	131	294.6	21
10308	7	131	2	2
10308	7	131	9.1	6
10308	7	131	40.6	10
10308	7	131	122.9	13
10308	7	131	240.6	17
10308	7	131	223.6	18
10309	7	131	2.6	2
10309	7	131	13.6	6
10309	7	131	52.7	10
10309	7	131	180	13
10309	7	131	260.9	17
10309	7	131	245.4	18
10310	7	131	3.5	2
10310	7	131	15.7	6
10310	7	131	66.2	10
10310	7	131	194.6	13
10310	7	131	249.7	18
10312	7	132	2.4	2
10312	7	132	9.3	6
10312	7	132	31.8	10
10312	7	132	90.3	13
10312	7	132	265	17
10312	7	132	287.3	18
10312	7	132	268	19
10312	7	132	260.3	20
10312	7	132	256.9	21
10312	7	132	247	22
10313	7	132	3.8	2
10313	7	132	12.4	6
10313	7	132	63.6	10
10313	7	132	201.5	13
10313	7	132	290.9	17
10313	7	132	287.7	18
10313	7	132	276.6	19
10314	7	132	3.7	2
10314	7	132	13.4	6
10314	7	132	38.6	9
10314	7	132	161.1	13
10314	7	132	230.5	16
10314	7	132	227.2	17
10314	7	132	217.8	18
10315	7	132	5.6	3
10315	7	132	23.8	7
